ID,Genre,MovieID,Name,Popularity,Rate,Year,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
529,Action|Adventure|Mystery|Sci-Fi,160,Congo ,57,2.7719,1995,Action,Adventure,Mystery,Sci-Fi,,,
608,Drama|Mystery|Thriller,350,"Client, The ",57,3.3158,1994,Drama,Mystery,Thriller,,,,
1110,Drama,1276,Cool Hand Luke ,57,4.1404,1967,Drama,,,,,,
109,Comedy|Romance,1777,"Wedding Singer, The ",56,3.2321,1998,Comedy,Romance,,,,,
153,Comedy|Drama,2395,Rushmore ,56,3.3929,1998,Comedy,Drama,,,,,
164,Action|Drama|Sci-Fi,2529,Planet of the Apes ,56,3.7321,1968,Action,Drama,Sci-Fi,,,,
269,Children|Drama|Fantasy,1302,Field of Dreams ,56,3.4107,1989,Children,Drama,Fantasy,,,,
365,Comedy|Drama,1641,"Full Monty, The ",56,3.6607,1997,Comedy,Drama,,,,,
398,Comedy,2599,Election ,56,3.5536,1999,Comedy,,,,,,
731,Comedy|Romance,2671,Notting Hill ,56,3.3214,1999,Comedy,Romance,,,,,
1099,Animation|Children|Comedy|Crime,1148,Wallace & Gromit: The Wrong Trousers ,56,3.9107,1993,Animation,Children,Comedy,Crime,,,
5,Action|Comedy|Horror|Thriller,70,From Dusk Till Dawn ,55,3.4,1996,Action,Comedy,Horror,Thriller,,,
271,Animation|Children|Comedy|Romance,2080,Lady and the Tramp ,55,3.2727,1955,Animation,Children,Comedy,Romance,,,
632,Adventure|Comedy|Western,432,City Slickers II: The Legend of Curly's Gold ,55,2.5818,1994,Adventure,Comedy,Western,,,,
1652,Children|Comedy,2804,"Christmas Story, A ",55,3.8727,1983,Children,Comedy,,,,,
154,Action|Adventure|Comedy|Romance,2406,Romancing the Stone ,54,3.3519,1984,Action,Adventure,Comedy,Romance,,,
484,Comedy|Romance,7,Sabrina ,54,3.1296,1995,Comedy,Romance,,,,,
532,Action|Drama|Romance,168,First Knight ,54,2.9444,1995,Action,Drama,Romance,,,,
1000,Comedy|Romance,2572,10 Things I Hate About You ,54,3.3704,1999,Comedy,Romance,,,,,
1025,Comedy|Thriller,784,"Cable Guy, The ",54,2.6481,1996,Comedy,Thriller,,,,,
39,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,673,Space Jam ,53,2.566,1996,Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,
88,Animation|Children|Fantasy|Musical,1282,Fantasia ,53,3.6415,1940,Animation,Children,Fantasy,Musical,,,
127,Animation|Children|Comedy|Musical,2078,"Jungle Book, The ",53,3.7358,1967,Animation,Children,Comedy,Musical,,,
189,Action|Adventure|Thriller,2947,Goldfinger ,53,3.7358,1964,Action,Adventure,Thriller,,,,
217,Adventure|Comedy|Fantasy,3489,Hook ,53,3.2075,1991,Adventure,Comedy,Fantasy,,,,
400,Drama|Mystery|Thriller,2712,Eyes Wide Shut ,53,3.3585,1999,Drama,Mystery,Thriller,,,,
647,Action|Adventure|Comedy|Fantasy,485,Last Action Hero ,53,2.7925,1993,Action,Adventure,Comedy,Fantasy,,,
733,Action|Comedy|Sci-Fi|Western,2701,Wild Wild West ,53,2.0755,1999,Action,Comedy,Sci-Fi,Western,,,
1026,Action|Sci-Fi|Thriller,172,Johnny Mnemonic ,53,2.566,1995,Action,Sci-Fi,Thriller,,,,
1640,Comedy|Horror,2699,Arachnophobia ,53,2.6226,1990,Comedy,Horror,,,,,
2904,Horror|Mystery,1997,"Exorcist, The ",53,3.6604,1973,Horror,Mystery,,,,,
1,Comedy|Romance,3,Grumpier Old Men ,52,3.1731,1995,Comedy,Romance,,,,,
363,Crime|Drama,1466,Donnie Brasco ,52,3.6154,1997,Crime,Drama,,,,,
414,Drama,3160,Magnolia ,52,3.6154,1999,Drama,,,,,,
557,Drama|Thriller,225,Disclosure ,52,3.5192,1994,Drama,Thriller,,,,,
1008,Comedy|Drama|Romance,1639,Chasing Amy ,52,3.4038,1997,Comedy,Drama,Romance,,,,
2605,Comedy,3552,Caddyshack ,52,3.75,1980,Comedy,,,,,,
525,Action|Comedy|Crime|Drama|Thriller,145,Bad Boys ,51,3.1176,1995,Action,Comedy,Crime,Drama,Thriller,,
997,Comedy|Fantasy|Romance,2100,Splash ,51,2.9608,1984,Comedy,Fantasy,Romance,,,,
1451,Action|Adventure|Comedy|Fantasy|Horror,1215,Army of Darkness ,51,3.902,1993,Action,Adventure,Comedy,Fantasy,Horror,,
1500,Drama|Mystery|Thriller,1645,The Devil's Advocate ,51,3.2745,1997,Drama,Mystery,Thriller,,,,
18,Comedy,333,Tommy Boy ,50,3.68,1995,Comedy,,,,,,
133,Action|Adventure|Sci-Fi,2105,Tron ,50,3.24,1982,Action,Adventure,Sci-Fi,,,,
273,Comedy|Romance,2424,You've Got Mail ,50,2.94,1998,Comedy,Romance,,,,,
334,Comedy|Crime,910,Some Like It Hot ,50,3.86,1959,Comedy,Crime,,,,,
11,Comedy,216,Billy Madison ,49,3.2245,1995,Comedy,,,,,,
38,Adventure|Animation|Children|Fantasy|Musical,661,James and the Giant Peach ,49,3.4082,1996,Adventure,Animation,Children,Fantasy,Musical,,
173,Action|Sci-Fi,2641,Superman II ,49,2.898,1980,Action,Sci-Fi,,,,,
205,Drama|Mystery|Thriller,3176,"Talented Mr. Ripley, The ",49,3.2041,1999,Drama,Mystery,Thriller,,,,
483,Comedy,5,Father of the Bride Part II ,49,3,1995,Comedy,,,,,,
1571,Comedy|Romance,2144,Sixteen Candles ,49,3.4694,1984,Comedy,Romance,,,,,
86,Action|Adventure|Fantasy,1275,Highlander ,48,3.5625,1986,Action,Adventure,Fantasy,,,,
382,Action|Adventure|Drama,2019,Seven Samurai (Shichinin no samurai) ,48,4.0417,1954,Action,Adventure,Drama,,,,
402,Action|Mystery,2763,"Thomas Crown Affair, The ",48,3.5625,1999,Action,Mystery,,,,,
540,Comedy|Romance,186,Nine Months ,48,2.6667,1995,Comedy,Romance,,,,,
1002,Comedy,2694,Big Daddy ,48,3.0417,1999,Comedy,,,,,,
1096,Animation|Children|Comedy,745,Wallace & Gromit: A Close Shave ,48,3.7917,1995,Animation,Children,Comedy,,,,
1117,Action|Adventure|Animation|Drama|Fantasy,3000,Princess Mononoke (Mononoke-hime) ,48,3.8333,1997,Action,Adventure,Animation,Drama,Fantasy,,
1168,Crime|Drama|Thriller,1729,Jackie Brown ,48,3.5417,1997,Crime,Drama,Thriller,,,,
1515,Adventure|Film-Noir|Sci-Fi|Thriller,1748,Dark City ,48,3.625,1998,Adventure,Film-Noir,Sci-Fi,Thriller,,,
64,Crime|Mystery|Thriller,1092,Basic Instinct ,47,3.0213,1992,Crime,Mystery,Thriller,,,,
330,Comedy|Musical|Romance,899,Singin' in the Rain ,47,3.9574,1952,Comedy,Musical,Romance,,,,
692,Animation|Children|Drama|Musical|Romance,783,"Hunchback of Notre Dame, The ",47,3.2128,1996,Animation,Children,Drama,Musical,Romance,,
734,Comedy|Fantasy|Sci-Fi,2717,Ghostbusters II ,47,2.8511,1989,Comedy,Fantasy,Sci-Fi,,,,
976,Drama,1358,Sling Blade ,47,3.766,1996,Drama,,,,,,
1033,Action|Comedy|Crime|Drama,2001,Lethal Weapon 2 ,47,3,1989,Action,Comedy,Crime,Drama,,,
1467,Adventure|Children|Comedy,1367,101 Dalmatians ,47,2.9787,1996,Adventure,Children,Comedy,,,,
1535,Drama|Sci-Fi|Thriller,1921,Pi ,47,3.6596,1998,Drama,Sci-Fi,Thriller,,,,
1542,Horror|Thriller,1994,Poltergeist ,47,3.2553,1982,Horror,Thriller,,,,,
1626,Comedy,2539,Analyze This ,47,3,1999,Comedy,,,,,,
2750,Action|Horror|Sci-Fi|Thriller,1320,Alien³ (a.k.a. Alien 3) ,47,3.0213,1992,Action,Horror,Sci-Fi,Thriller,,,
93,Action|Comedy|Crime|Drama|Sci-Fi,1396,Sneakers ,46,3.3478,1992,Action,Comedy,Crime,Drama,Sci-Fi,,
231,Comedy|Drama|War,5060,M*A*S*H (a.k.a. MASH) ,46,3.8913,1970,Comedy,Drama,War,,,,
383,Drama|Mystery|Thriller,2076,Blue Velvet ,46,3.8261,1986,Drama,Mystery,Thriller,,,,
520,Action|Adventure|Comedy|Crime,112,Rumble in the Bronx (Hont faan kui) ,46,3.4783,1995,Action,Adventure,Comedy,Crime,,,
696,Drama|Romance,802,Phenomenon ,46,3.2391,1996,Drama,Romance,,,,,
971,Action|Adventure|Fantasy,44,Mortal Kombat ,46,2.4348,1995,Action,Adventure,Fantasy,,,,
991,Action|Comedy|Crime|Drama,2002,Lethal Weapon 3 ,46,2.8261,1992,Action,Comedy,Crime,Drama,,,
1875,Action|Comedy|Crime|Drama,4085,Beverly Hills Cop ,46,3.2609,1984,Action,Comedy,Crime,Drama,,,
2090,Adventure|Comedy|Drama,1884,Fear and Loathing in Las Vegas ,46,3.8261,1998,Adventure,Comedy,Drama,,,,
270,Adventure|Sci-Fi,1371,Star Trek: The Motion Picture ,45,2.9778,1979,Adventure,Sci-Fi,,,,,
272,Action|Horror|Sci-Fi|Thriller,2288,"Thing, The ",45,3.8667,1982,Action,Horror,Sci-Fi,Thriller,,,
336,Drama|Romance|War,920,Gone with the Wind ,45,3.5556,1939,Drama,Romance,War,,,,
348,Drama|Romance|War,1183,"English Patient, The ",45,3.6444,1996,Drama,Romance,War,,,,
354,Adventure|Drama|War,1250,"Bridge on the River Kwai, The ",45,4.0222,1957,Adventure,Drama,War,,,,
356,Drama|Western,1266,Unforgiven ,45,4,1992,Drama,Western,,,,,
375,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1907,Mulan ,45,3.3778,1998,Adventure,Animation,Children,Comedy,Drama,Musical,Romance
417,Comedy|Drama,3255,"League of Their Own, A ",45,3.3333,1992,Comedy,Drama,,,,,
544,Horror|Sci-Fi,196,Species ,45,2.5778,1995,Horror,Sci-Fi,,,,,
560,Action|Comedy|Romance,236,French Kiss ,45,3.4222,1995,Action,Comedy,Romance,,,,
673,Animation|Children,616,"Aristocats, The ",45,3.3111,1970,Animation,Children,,,,,
836,Crime|Drama|Mystery|Thriller,2023,"Godfather: Part III, The ",45,3.2444,1990,Crime,Drama,Mystery,Thriller,,,
1114,Action|Thriller,2490,Payback ,45,3.3333,1999,Action,Thriller,,,,,
1145,Adventure|Comedy|Sci-Fi,4571,Bill & Ted's Excellent Adventure ,45,3.5333,1989,Adventure,Comedy,Sci-Fi,,,,
1509,Action|Horror|Sci-Fi,1690,Alien: Resurrection ,45,2.8222,1997,Action,Horror,Sci-Fi,,,,
1513,Action|Adventure|Thriller,1722,Tomorrow Never Dies ,45,2.8889,1997,Action,Adventure,Thriller,,,,
1592,Adventure|Animation|Children|Comedy|Fantasy,2294,Antz ,45,3.0889,1998,Adventure,Animation,Children,Comedy,Fantasy,,
2395,Adventure|Drama|War,1204,Lawrence of Arabia ,45,4.2222,1962,Adventure,Drama,War,,,,
2592,Action|Adventure|Comedy|Drama|War,2890,Three Kings ,45,3.5778,1999,Action,Adventure,Comedy,Drama,War,,
8,Action|Drama|Romance|War,151,Rob Roy ,44,3.5,1995,Action,Drama,Romance,War,,,
263,Action|Adventure|Sci-Fi|Thriller,849,Escape from L.A. ,44,2.7955,1996,Action,Adventure,Sci-Fi,Thriller,,,
1035,Adventure|Animation|Children,2085,101 Dalmatians (One Hundred and One Dalmatians) ,44,3.3182,1961,Adventure,Animation,Children,,,,
1038,Drama|Horror|Thriller,3499,Misery ,44,3.6591,1990,Drama,Horror,Thriller,,,,
1097,Film-Noir|Mystery,913,"Maltese Falcon, The ",44,4.0227,1941,Film-Noir,Mystery,,,,,
1460,Horror|Thriller,1333,"Birds, The ",44,3.4773,1963,Horror,Thriller,,,,,
140,Adventure|Children|Fantasy,2161,"NeverEnding Story, The ",43,3.4419,1984,Adventure,Children,Fantasy,,,,
214,Comedy|Drama|War,3448,"Good Morning, Vietnam ",43,3.6744,1987,Comedy,Drama,War,,,,
267,Drama|War,1263,"Deer Hunter, The ",43,3.6977,1978,Drama,War,,,,,
364,Drama|Mystery|Romance|Thriller,1597,Conspiracy Theory ,43,2.814,1997,Drama,Mystery,Romance,Thriller,,,
568,Comedy|Romance,252,I.Q. ,43,3.3953,1994,Comedy,Romance,,,,,
653,Comedy|Romance,497,Much Ado About Nothing ,43,3.7674,1993,Comedy,Romance,,,,,
705,Comedy|Drama|Romance,852,Tin Cup ,43,3.093,1996,Comedy,Drama,Romance,,,,
995,Drama|Sci-Fi|Thriller,1876,Deep Impact ,43,2.907,1998,Drama,Sci-Fi,Thriller,,,,
1036,Action|Crime|Thriller,2278,Ronin ,43,3.4186,1998,Action,Crime,Thriller,,,,
1470,Adventure|Comedy|Sci-Fi,1376,Star Trek IV: The Voyage Home ,43,3.3953,1986,Adventure,Comedy,Sci-Fi,,,,
1609,Comedy|Sci-Fi,2407,Cocoon ,43,3.1628,1985,Comedy,Sci-Fi,,,,,
1617,Drama|Horror|Sci-Fi|Thriller,2455,"Fly, The ",43,3.2791,1986,Drama,Horror,Sci-Fi,Thriller,,,
1631,Crime|Thriller,2605,Entrapment ,43,2.8605,1999,Crime,Thriller,,,,,
2144,Action|Adventure|Drama|War,1262,"Great Escape, The ",43,3.9767,1963,Action,Adventure,Drama,War,,,
2402,Comedy|Drama,3363,American Graffiti ,43,3.6744,1973,Comedy,Drama,,,,,
24,Comedy,441,Dazed and Confused ,42,3.7619,1993,Comedy,,,,,,
57,Comedy|Drama,1042,That Thing You Do! ,42,3.1905,1996,Comedy,Drama,,,,,
116,Adventure|Fantasy|Musical,1967,Labyrinth ,42,3.7143,1986,Adventure,Fantasy,Musical,,,,
145,Action|Comedy|Crime|Thriller,2273,Rush Hour ,42,3.0714,1998,Action,Comedy,Crime,Thriller,,,
276,Comedy|Drama|Romance,3210,Fast Times at Ridgemont High ,42,3.3333,1982,Comedy,Drama,Romance,,,,
345,Drama|Romance|Thriller,1094,"Crying Game, The ",42,3.381,1992,Drama,Romance,Thriller,,,,
466,Drama,261,Little Women ,42,3.8095,1994,Drama,,,,,,
612,Children|Comedy|Fantasy,355,"Flintstones, The ",42,2.3095,1994,Children,Comedy,Fantasy,,,,
863,Drama|Musical|Romance,1088,Dirty Dancing ,42,3.1667,1987,Drama,Musical,Romance,,,,
1032,Action|Crime|Mystery|Sci-Fi|Thriller,1909,"X-Files: Fight the Future, The ",42,3.3333,1998,Action,Crime,Mystery,Sci-Fi,Thriller,,
1139,Action|Adventure|Sci-Fi,1375,Star Trek III: The Search for Spock ,42,3.1429,1984,Action,Adventure,Sci-Fi,,,,
1155,Crime|Drama,431,Carlito's Way ,42,3.619,1993,Crime,Drama,,,,,
1429,Comedy,785,Kingpin ,42,3.2143,1996,Comedy,,,,,,
1468,Action|Mystery|Sci-Fi,1372,Star Trek VI: The Undiscovered Country ,42,3.2619,1991,Action,Mystery,Sci-Fi,,,,
1491,Action|Adventure|Fantasy|Thriller,1562,Batman & Robin ,42,2.0714,1997,Action,Adventure,Fantasy,Thriller,,,
1666,Comedy,2915,Risky Business ,42,3.3571,1983,Comedy,,,,,,
1773,Animation|Children|Fantasy|Musical|Romance,1022,Cinderella ,42,3.3571,1950,Animation,Children,Fantasy,Musical,Romance,,
1864,Comedy|Romance,2724,Runaway Bride ,42,2.7143,1999,Comedy,Romance,,,,,
1871,Action|Comedy|Crime|Romance,3868,"Naked Gun: From the Files of Police Squad!, The ",42,3.2381,1988,Action,Comedy,Crime,Romance,,,
29,Comedy|Romance|Thriller,543,So I Married an Axe Murderer ,41,3.1463,1993,Comedy,Romance,Thriller,,,,
652,Action|Adventure|Thriller,494,Executive Decision ,41,3.3659,1996,Action,Adventure,Thriller,,,,
689,Comedy|Crime,762,Striptease ,41,2.2683,1996,Comedy,Crime,,,,,
1455,Comedy,1285,Heathers ,41,3.6341,1989,Comedy,,,,,,
1543,Comedy|Horror,2003,Gremlins ,41,3.2439,1984,Comedy,Horror,,,,,
1668,Adventure|Comedy|Fantasy|Sci-Fi,2968,Time Bandits ,41,3.6341,1981,Adventure,Comedy,Fantasy,Sci-Fi,,,
1716,Adventure|Crime|Drama,3418,Thelma & Louise ,41,3.3902,1991,Adventure,Crime,Drama,,,,
1779,Animation|Children|Fantasy|Musical,2087,Peter Pan ,41,3.439,1953,Animation,Children,Fantasy,Musical,,,
2396,Drama|War,1242,Glory ,41,4.0976,1989,Drama,War,,,,,
56,Adventure|Animation|Children|Fantasy|Musical,1032,Alice in Wonderland ,40,3.25,1951,Adventure,Animation,Children,Fantasy,Musical,,
142,Action|Adventure|Fantasy,2193,Willow ,40,3.15,1988,Action,Adventure,Fantasy,,,,
224,Action|Adventure|Sci-Fi|Thriller,3703,"Road Warrior, The (Mad Max 2) ",40,3.95,1981,Action,Adventure,Sci-Fi,Thriller,,,
556,Comedy|Drama|Romance,224,Don Juan DeMarco ,40,3.55,1995,Comedy,Drama,Romance,,,,
583,Drama,282,Nell ,40,3.3,1994,Drama,,,,,,
833,Drama|Romance|Thriller,1674,Witness ,40,3.6,1985,Drama,Romance,Thriller,,,,
972,Action|Thriller,376,"River Wild, The ",40,3.175,1994,Action,Thriller,,,,,
974,Drama,529,Searching for Bobby Fischer ,40,3.75,1993,Drama,,,,,,
1009,Drama,2541,Cruel Intentions ,40,3.1,1999,Drama,,,,,,
1137,Drama,1228,Raging Bull ,40,4.075,1980,Drama,,,,,,
1214,Comedy,6807,Monty Python's The Meaning of Life ,40,3.75,1983,Comedy,,,,,,
1493,Comedy|Romance,1569,My Best Friend's Wedding ,40,3.325,1997,Comedy,Romance,,,,,
2078,Action|Drama|War,1233,"Boot, Das (Boat, The) ",40,4.075,1981,Action,Drama,War,,,,
2425,Comedy,471,"Hudsucker Proxy, The ",40,3.45,1994,Comedy,,,,,,
94,Action|Romance|War|Western,1408,"Last of the Mohicans, The ",39,3.7436,1992,Action,Romance,War,Western,,,
130,Action|Adventure|Sci-Fi,2094,"Rocketeer, The ",39,3.1795,1991,Action,Adventure,Sci-Fi,,,,
167,Comedy|Crime,2580,Go ,39,3.8718,1999,Comedy,Crime,,,,,
181,Adventure|Animation|Children|Drama|Sci-Fi,2761,"Iron Giant, The ",39,3.9231,1999,Adventure,Animation,Children,Drama,Sci-Fi,,
1116,Action|Comedy|Fantasy,2723,Mystery Men ,39,2.8974,1999,Action,Comedy,Fantasy,,,,
1120,Comedy|Drama,3174,Man on the Moon ,39,3.359,1999,Comedy,Drama,,,,,
1141,Comedy,3039,Trading Places ,39,3.6154,1983,Comedy,,,,,,
1180,Action|Western,2951,"Fistful of Dollars, A (Per un pugno di dollari) ",39,3.7692,1964,Action,Western,,,,,
1450,Action|Adventure|Sci-Fi|Thriller,1129,Escape from New York ,39,3.3846,1981,Action,Adventure,Sci-Fi,Thriller,,,
1583,Comedy|Drama|Romance,2248,Say Anything... ,39,3.7949,1989,Comedy,Drama,Romance,,,,
1647,Comedy|Horror|Musical,2746,Little Shop of Horrors ,39,3.1795,1986,Comedy,Horror,Musical,,,,
1683,Action|Adventure|Thriller,3082,"World Is Not Enough, The ",39,3.2051,1999,Action,Adventure,Thriller,,,,
2038,Action|Crime|Thriller,1953,"French Connection, The ",39,3.7179,1971,Action,Crime,Thriller,,,,
2083,Action|Adventure|Animation|Sci-Fi,1274,Akira ,39,3.641,1988,Action,Adventure,Animation,Sci-Fi,,,
2188,Drama,2908,Boys Don't Cry ,39,3.4359,1999,Drama,,,,,,
2460,Drama,1673,Boogie Nights ,39,3.9231,1997,Drama,,,,,,
120,Animation|Children|Drama,2018,Bambi ,38,3.1842,1942,Animation,Children,Drama,,,,
223,Action|Adventure|Sci-Fi,3702,Mad Max ,38,3.3158,1979,Action,Adventure,Sci-Fi,,,,
259,Drama,31,Dangerous Minds ,38,3.0526,1995,Drama,,,,,,
403,Comedy,2770,Bowfinger ,38,2.8947,1999,Comedy,,,,,,
580,Drama,277,Miracle on 34th Street ,38,3.1579,1994,Drama,,,,,,
596,Action|Drama|Thriller,315,"Specialist, The ",38,3.0263,1994,Action,Drama,Thriller,,,,
1176,Drama,2420,"Karate Kid, The ",38,3.4211,1984,Drama,,,,,,
2068,Adventure|Drama|Fantasy|Mystery|Sci-Fi,29,"City of Lost Children, The (Cité des enfants perdus, La) ",38,3.8421,1995,Adventure,Drama,Fantasy,Mystery,Sci-Fi,,
2493,Crime|Drama,3362,Dog Day Afternoon ,38,3.7895,1975,Crime,Drama,,,,,
2679,Children|Comedy|Fantasy,2124,"Addams Family, The ",38,3.1842,1991,Children,Comedy,Fantasy,,,,
3026,Comedy|Crime|Drama,2289,"Player, The ",38,3.9211,1992,Comedy,Crime,Drama,,,,
265,Drama,1093,"Doors, The ",37,3.2703,1991,Drama,,,,,,
295,Comedy|Drama|Romance,58,"Postman, The (Postino, Il) ",37,3.9459,1994,Comedy,Drama,Romance,,,,
639,Adventure|Children|Drama,455,Free Willy ,37,2.2703,1993,Adventure,Children,Drama,,,,
1044,Animation|Children|Drama|Fantasy,5971,My Neighbor Totoro (Tonari no Totoro) ,37,3.8108,1988,Animation,Children,Drama,Fantasy,,,
1160,Comedy,1020,Cool Runnings ,37,2.973,1993,Comedy,,,,,,
1434,Crime|Thriller,832,Ransom ,37,3.2162,1996,Crime,Thriller,,,,,
2182,Adventure|Sci-Fi,2021,Dune ,37,3.2432,1984,Adventure,Sci-Fi,,,,,
59,Comedy|Drama,1060,Swingers ,36,3.6111,1996,Comedy,Drama,,,,,
190,Action|Adventure|Thriller,2948,From Russia with Love ,36,3.6667,1963,Action,Adventure,Thriller,,,,
199,Adventure|Animation|Children|Comedy|Musical,3034,Robin Hood ,36,3.4167,1973,Adventure,Animation,Children,Comedy,Musical,,
207,Comedy|Crime,3247,Sister Act ,36,2.9167,1992,Comedy,Crime,,,,,
310,Comedy|Drama,345,"Adventures of Priscilla, Queen of the Desert, The ",36,3.4722,1994,Comedy,Drama,,,,,
331,Drama|Romance,902,Breakfast at Tiffany's ,36,3.75,1961,Drama,Romance,,,,,
493,Crime|Drama|Horror|Mystery|Thriller,22,Copycat ,36,3.1389,1995,Crime,Drama,Horror,Mystery,Thriller,,
537,Comedy|Romance,180,Mallrats ,36,3.25,1995,Comedy,Romance,,,,,
1001,Comedy|Romance,2581,Never Been Kissed ,36,2.8056,1999,Comedy,Romance,,,,,
1119,Comedy|Drama|Fantasy|Romance,3108,"Fisher King, The ",36,3.6944,1991,Comedy,Drama,Fantasy,Romance,,,
1161,Drama|Romance,1059,William Shakespeare's Romeo + Juliet ,36,3.5833,1996,Drama,Romance,,,,,
1423,Comedy|Sci-Fi,671,Mystery Science Theater 3000: The Movie ,36,3.3889,1996,Comedy,Sci-Fi,,,,,
1463,Drama|Fantasy|Horror|Thriller,1345,Carrie ,36,3.1944,1976,Drama,Fantasy,Horror,Thriller,,,
1685,Drama|Thriller,3101,Fatal Attraction ,36,3,1987,Drama,Thriller,,,,,
2183,Drama,2231,Rounders ,36,3.6667,1998,Drama,,,,,,
2500,Comedy,585,"Brady Bunch Movie, The ",36,2.6389,1995,Comedy,,,,,,
53,Animation|Children|Drama|Musical,1029,Dumbo ,35,3.2571,1941,Animation,Children,Drama,Musical,,,
156,Action|Drama|War,2427,"Thin Red Line, The ",35,3.1714,1998,Action,Drama,War,,,,
229,Comedy,3809,What About Bob? ,35,3.1714,1991,Comedy,,,,,,
264,Comedy|Drama|Musical|Romance,914,My Fair Lady ,35,3.9429,1964,Comedy,Drama,Musical,Romance,,,
343,Crime|Drama,1084,Bonnie and Clyde ,35,3.9714,1967,Crime,Drama,,,,,
533,Action|Adventure|Crime|Thriller,170,Hackers ,35,3.1429,1995,Action,Adventure,Crime,Thriller,,,
570,Comedy|Sci-Fi,256,Junior ,35,2.7714,1994,Comedy,Sci-Fi,,,,,
674,Crime|Drama|Mystery|Thriller,628,Primal Fear ,35,3.5429,1996,Crime,Drama,Mystery,Thriller,,,
687,Comedy,719,Multiplicity ,35,2.7714,1996,Comedy,,,,,,
1023,Drama,193,Showgirls ,35,2.4286,1995,Drama,,,,,,
1705,Comedy|Drama|Romance,3361,Bull Durham ,35,3.6286,1988,Comedy,Drama,Romance,,,,
2082,Action|Crime|Romance|Thriller,1249,"Femme Nikita, La (Nikita) ",35,3.9143,1990,Action,Crime,Romance,Thriller,,,
2443,Drama|Thriller,805,"Time to Kill, A ",35,3.5714,1996,Drama,Thriller,,,,,
753,Adventure|Fantasy,4993,"Lord of the Rings: The Fellowship of the Ring, The ",198,3.9394,2001,Adventure,Fantasy,,,,,
764,Adventure|Fantasy,5952,"Lord of the Rings: The Two Towers, The ",188,3.8617,2002,Adventure,Fantasy,,,,,
774,Action|Adventure|Drama|Fantasy,7153,"Lord of the Rings: The Return of the King, The ",184,3.9565,2003,Action,Adventure,Drama,Fantasy,,,
219,Action|Adventure|Drama,3578,Gladiator ,170,3.7882,2000,Action,Adventure,Drama,,,,
744,Adventure|Animation|Children|Comedy|Fantasy|Romance,4306,Shrek ,170,3.7059,2001,Adventure,Animation,Children,Comedy,Fantasy,Romance,
444,Mystery|Thriller,4226,Memento ,159,3.9245,2000,Mystery,Thriller,,,,,
770,Action|Adventure|Comedy|Fantasy,6539,Pirates of the Caribbean: The Curse of the Black Pearl ,149,3.5906,2003,Action,Adventure,Comedy,Fantasy,,,
238,Action|Crime|Drama|IMAX,58559,"Dark Knight, The ",148,4.0473,2008,Action,Crime,Drama,IMAX,,,
244,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,79132,Inception ,142,3.8873,2010,Action,Crime,Drama,Mystery,Sci-Fi,Thriller,IMAX
875,Adventure|Animation|Children|Comedy,6377,Finding Nemo ,141,3.7589,2003,Adventure,Animation,Children,Comedy,,,
228,Action|Adventure|Sci-Fi,3793,X-Men ,133,3.5338,2000,Action,Adventure,Sci-Fi,,,,
751,Adventure|Animation|Children|Comedy|Fantasy,4886,"Monsters, Inc. ",132,3.697,2001,Adventure,Animation,Children,Comedy,Fantasy,,
234,Action|Crime|Thriller,6874,Kill Bill: Vol. 1 ,131,3.7252,2003,Action,Crime,Thriller,,,,
1129,Drama|Romance|Sci-Fi,7361,Eternal Sunshine of the Spotless Mind ,130,3.9615,2004,Drama,Romance,Sci-Fi,,,,
794,Action|Adventure|Animation|Children|Comedy,8961,"Incredibles, The ",124,3.621,2004,Action,Adventure,Animation,Children,Comedy,,
754,Drama|Romance,4995,"Beautiful Mind, A ",123,3.8293,2001,Drama,Romance,,,,,
756,Action|Adventure|Sci-Fi|Thriller,5349,Spider-Man ,122,3.3525,2002,Action,Adventure,Sci-Fi,Thriller,,,
758,Action|Crime|Mystery|Sci-Fi|Thriller,5445,Minority Report ,120,3.45,2002,Action,Crime,Mystery,Sci-Fi,Thriller,,
1125,Comedy|Romance,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) ",120,4.0583,2001,Comedy,Romance,,,,,
752,Crime|Thriller,4963,Ocean's Eleven ,119,3.6471,2001,Crime,Thriller,,,,,
765,Crime|Drama,5989,Catch Me If You Can ,115,3.7217,2002,Crime,Drama,,,,,
809,Action|Crime|IMAX,33794,Batman Begins ,115,3.6522,2005,Action,Crime,IMAX,,,,
1198,Action|Mystery|Thriller,5418,"Bourne Identity, The ",112,3.625,2002,Action,Mystery,Thriller,,,,
431,Action|Drama|Romance,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) ",110,3.6364,2000,Action,Drama,Romance,,,,
1047,Action|Drama|Thriller,7438,Kill Bill: Vol. 2 ,109,3.6881,2004,Action,Drama,Thriller,,,,
1124,Drama|Mystery|Sci-Fi|Thriller,4878,Donnie Darko ,109,3.7798,2001,Drama,Mystery,Sci-Fi,Thriller,,,
