,1st Genre,Genre,MovieID,Name,Popularity,Rate,Year
1428,Action,Action|Adventure,761,"Phantom, The ",19,2.7368,1996
1429,Comedy,Comedy,785,Kingpin ,42,3.2143,1996
1430,Comedy,Comedy|Fantasy|Romance|Sci-Fi,788,"Nutty Professor, The ",82,2.622,1996
1431,Action,Action|Adventure|Drama|Thriller,798,Daylight ,12,2.6667,1996
1432,Children,Children|Comedy|Fantasy,810,Kazaam ,12,2.1667,1996
1433,Comedy,Comedy|Fantasy|Musical,829,Joe's Apartment ,9,2.6667,1996
1434,Crime,Crime|Thriller,832,Ransom ,37,3.2162,1996
1435,Crime,Crime|Drama|Romance|Thriller,866,Bound ,23,3.9565,1996
1436,Horror,Horror|Thriller,879,"Relic, The ",4,3.0,1997
1437,Drama,Drama|Mystery|Romance|Thriller,903,Vertigo ,60,3.9,1958
1438,Drama,Drama|Thriller,906,Gaslight ,7,4.0,1944
1439,Comedy,Comedy|Crime|Mystery|Romance|Thriller,911,Charade ,13,3.6923,1963
1440,Comedy,Comedy|Romance,915,Sabrina ,30,3.6333,1954
1441,Comedy,Comedy,921,My Favorite Year ,9,3.3333,1982
1442,Mystery,Mystery|Romance|Thriller,931,Spellbound ,9,3.7778,1945
1443,Crime,Crime|Mystery|Romance|Thriller,933,To Catch a Thief ,23,4.1739,1955
1444,Drama,Drama|Mystery|Thriller,965,"39 Steps, The ",11,3.9091,1935
1445,Comedy,Comedy|Drama,984,"Pompatus of Love, The ",2,3.5,1996
1446,Children,Children|Comedy,1016,"Shaggy Dog, The ",5,2.8,1959
1447,Children,Children|Comedy,1021,Angels in the Outfield ,27,2.2222,1994
1448,Action,Action|Drama|Thriller,1047,"Long Kiss Goodnight, The ",33,3.1818,1996
1449,Comedy,Comedy|Musical|Romance,1081,Victor/Victoria ,12,3.4167,1982
1450,Action,Action|Adventure|Sci-Fi|Thriller,1129,Escape from New York ,39,3.3846,1981
1451,Action,Action|Adventure|Comedy|Fantasy|Horror,1215,Army of Darkness ,51,3.902,1993
1452,Comedy,Comedy,1238,Local Hero ,9,4.0,1983
1453,Comedy,Comedy|Romance,1257,Better Off Dead... ,27,3.5926,1985
1454,Comedy,Comedy|Mystery|Thriller,1269,Arsenic and Old Lace ,29,3.6552,1944
1455,Comedy,Comedy,1285,Heathers ,41,3.6341,1989
1456,Comedy,Comedy,1297,Real Genius ,20,3.6,1985
1457,Horror,Horror,1322,Amityville 1992: It's About Time ,3,1.3333,1992
1458,Horror,Horror,1324,Amityville: Dollhouse ,3,1.0,1996
1459,Horror,Horror,1330,April Fool's Day ,4,1.5,1986
1460,Horror,Horror|Thriller,1333,"Birds, The ",44,3.4773,1963
1461,Fantasy,Fantasy|Horror|Romance|Thriller,1339,Dracula (Bram Stoker's Dracula) ,29,3.3793,1992
1462,Horror,Horror|Thriller,1342,Candyman ,11,2.3636,1992
1463,Drama,Drama|Fantasy|Horror|Thriller,1345,Carrie ,36,3.1944,1976
1464,Drama,Drama|Fantasy|Horror,1346,Cat People ,8,2.75,1982
1465,Horror,Horror|Thriller,1355,Nightwatch ,3,2.0,1997
1466,Children,Children|Comedy,1359,Jingle All the Way ,18,2.7222,1996
1467,Adventure,Adventure|Children|Comedy,1367,101 Dalmatians ,47,2.9787,1996
1468,Action,Action|Mystery|Sci-Fi,1372,Star Trek VI: The Undiscovered Country ,42,3.2619,1991
1469,Action,Action|Sci-Fi,1373,Star Trek V: The Final Frontier ,30,2.6,1989
1470,Adventure,Adventure|Comedy|Sci-Fi,1376,Star Trek IV: The Voyage Home ,43,3.3953,1986
1471,Action,Action|Comedy|Western,1378,Young Guns ,25,3.0,1988
1472,Action,Action|Western,1379,Young Guns II ,11,3.0,1990
1473,Comedy,Comedy|Musical|Romance,1380,Grease ,68,2.9559,1978
1474,Comedy,Comedy,1394,Raising Arizona ,58,3.8966,1987
1475,Comedy,Comedy|Horror|Mystery|Thriller,1407,Scream ,70,3.0429,1996
1476,Comedy,Comedy|Drama|Fantasy|Romance,1409,Michael ,23,2.3043,1996
1477,Action,Action|Thriller,1427,Turbulence ,1,1.0,1997
1478,Comedy,Comedy|Romance,1441,Benny & Joon ,19,3.3684,1993
1479,Comedy,Comedy,1456,"Pest, The ",1,2.0,1997
1480,Comedy,Comedy|Drama|Romance,1457,Fools Rush In ,12,2.8333,1997
1481,Comedy,Comedy,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) ,8,2.25,1997
1482,Children,Children|Comedy,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) ,11,2.0,1997
1483,Action,Action|Romance|Sci-Fi|Thriller,1479,"Saint, The ",30,3.1,1997
1484,Comedy,Comedy,1485,Liar Liar ,74,2.8243,1997
1485,Animation,Animation|Children|Musical,1489,Cats Don't Dance ,2,3.0,1997
1486,Action,Action|Adventure|Thriller,1499,Anaconda ,27,1.8148,1997
1487,Comedy,Comedy|Drama|Romance,1542,Brassed Off ,7,3.5714,1996
1488,Comedy,Comedy|Romance,1550,Trial and Error ,4,2.25,1997
1489,Adventure,Adventure|Children|Drama,1551,Buddy ,3,2.0,1997
1490,Action,Action|Romance|Thriller,1556,Speed 2: Cruise Control ,19,1.5263,1997
1491,Action,Action|Adventure|Fantasy|Thriller,1562,Batman & Robin ,42,2.0714,1997
1492,Adventure,Adventure|Animation|Children|Comedy|Musical,1566,Hercules ,31,3.2903,1997
1493,Comedy,Comedy|Romance,1569,My Best Friend's Wedding ,40,3.325,1997
1494,Children,Children|Fantasy,1583,"Simple Wish, A ",2,3.0,1997
1495,Children,Children|Comedy,1588,George of the Jungle ,20,2.95,1997
1496,Action,Action|Adventure|Sci-Fi|Thriller,1591,Spawn ,26,2.5,1997
1497,Comedy,Comedy|Romance,1593,Picture Perfect ,6,2.8333,1997
1498,Horror,Horror|Sci-Fi|Thriller,1603,Mimic ,13,2.3077,1997
1499,Comedy,Comedy,1614,In & Out ,26,2.7308,1997
1500,Drama,Drama|Mystery|Thriller,1645,The Devil's Advocate ,51,3.2745,1997
1501,Comedy,Comedy|Drama,1648,"House of Yes, The ",4,3.5,1997
1502,Romance,Romance|Thriller,1658,"Life Less Ordinary, A ",8,2.875,1997
1503,Comedy,Comedy|War,1663,Stripes ,34,3.6765,1981
1504,Comedy,Comedy,1665,Bean ,16,2.875,1997
1505,Comedy,Comedy,1679,Chairman of the Board ,1,2.0,1998
1506,Action,Action|Adventure|Fantasy,1681,Mortal Kombat: Annihilation ,7,1.7143,1997
1507,Adventure,Adventure|Animation|Children|Drama|Musical,1688,Anastasia ,20,3.2,1997
1508,Comedy,Comedy|Crime|Thriller,1689,"Man Who Knew Too Little, The ",7,2.1429,1997
1509,Action,Action|Horror|Sci-Fi,1690,Alien: Resurrection ,45,2.8222,1997
1510,Children,Children|Comedy|Fantasy,1702,Flubber ,16,2.8125,1997
1511,Comedy,Comedy|Horror|Mystery|Thriller,1717,Scream 2 ,31,2.7742,1997
1512,Thriller,Thriller,1718,Stranger in the House ,2,3.0,1997
1513,Action,Action|Adventure|Thriller,1722,Tomorrow Never Dies ,45,2.8889,1997
1514,Comedy,Comedy,1747,Wag the Dog ,31,3.2903,1997
1515,Adventure,Adventure|Film-Noir|Sci-Fi|Thriller,1748,Dark City ,48,3.625,1998
1516,Crime,Crime|Drama|Fantasy|Thriller,1754,Fallen ,15,3.4667,1998
1517,Sci-Fi,Sci-Fi|Thriller,1779,Sphere ,23,2.6087,1998
1518,Crime,Crime|Drama|Mystery|Romance|Thriller,1783,Palmetto ,5,2.8,1998
1519,Thriller,Thriller,1798,Hush ,2,2.0,1998
1520,Adventure,Adventure|Children|Comedy,1806,Paulie ,8,2.25,1998
1521,Children,Children|Comedy|Drama,1812,Wide Awake ,3,3.6667,1998
1522,Comedy,Comedy|Drama,1816,Two Girls and a Guy ,3,2.0,1997
1523,Action,Action|Adventure|Sci-Fi,1831,Lost in Space ,29,2.3103,1998
1524,Comedy,Comedy|Mystery|Thriller,1845,Zero Effect ,15,3.8667,1998
1525,Adventure,Adventure|Children|Comedy|Fantasy,1848,"Borrowers, The ",12,3.0,1997
1526,Comedy,Comedy,1855,Krippendorf's Tribe ,7,2.5714,1998
1527,Horror,Horror|Sci-Fi,1862,Species II ,9,1.7778,1998
1528,Adventure,Adventure|Animation|Children|Fantasy|Musical,1881,Quest for Camelot ,2,2.0,1998
1529,Comedy,Comedy|Drama|Romance,1888,Hope Floats ,3,2.6667,1998
1530,Horror,Horror|Thriller,1891,"Ugly, The ",1,2.0,1997
1531,Adventure,Adventure|Comedy|Romance,1894,Six Days Seven Nights ,16,2.75,1998
1532,Comedy,Comedy|Romance,1906,Mr. Jealousy ,2,2.5,1997
1533,Comedy,Comedy,1911,Dr. Dolittle ,32,2.4375,1998
1534,Children,Children|Comedy,1919,Madeline ,5,2.4,1998
1535,Drama,Drama|Sci-Fi|Thriller,1921,Pi ,47,3.6596,1998
1536,Comedy,Comedy|Crime,1963,Take the Money and Run ,11,3.1818,1969
1537,Horror,Horror|Thriller,1970,"Nightmare on Elm Street 3: Dream Warriors, A ",12,2.8333,1987
1538,Horror,Horror|Thriller,1971,"Nightmare on Elm Street 4: The Dream Master, A ",7,2.2857,1988
1539,Horror,Horror,1972,"Nightmare on Elm Street 5: The Dream Child, A ",7,2.0,1989
1540,Horror,Horror,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) ",5,2.2,1991
1541,Horror,Horror|Thriller,1991,Child's Play ,12,2.6667,1988
1542,Horror,Horror|Thriller,1994,Poltergeist ,47,3.2553,1982
1543,Comedy,Comedy|Horror,2003,Gremlins ,41,3.2439,1984
1544,Comedy,Comedy|Horror,2004,Gremlins 2: The New Batch ,15,3.2667,1990
1545,Children,Children|Comedy|Fantasy,2014,Freaky Friday ,8,2.625,1977
1546,Children,Children|Comedy|Fantasy,2015,"Absent-Minded Professor, The ",9,3.2222,1961
1547,Children,Children|Comedy|Western,2016,"Apple Dumpling Gang Rides Again, The ",4,2.75,1979
1548,Horror,Horror|Thriller,2026,Disturbing Behavior ,3,2.0,1998
1549,Children,Children|Sci-Fi,2034,"Black Hole, The ",9,2.5556,1979
1550,Children,Children|Comedy,2036,Blank Check ,6,2.0,1994
1551,Adventure,Adventure|Children|Comedy,2037,Candleshoe ,1,4.0,1977
1552,Children,Children|Comedy,2040,"Computer Wore Tennis Shoes, The ",7,2.8571,1969
1553,Action,Action|Adventure|Children|Comedy,2041,Condorman ,3,3.3333,1981
1554,Comedy,Comedy|Fantasy,2044,"Devil and Max Devlin, The ",2,2.5,1981
1555,Children,Children|Comedy|Fantasy|Horror,2052,Hocus Pocus ,23,2.6957,1993
1556,Children,Children|Comedy|Sci-Fi,2053,"Honey, I Blew Up the Kid ",20,1.95,1992
1557,Comedy,Comedy,2060,BASEketball ,14,2.8571,1998
1558,Comedy,Comedy|Drama|Fantasy|Romance,2065,"Purple Rose of Cairo, The ",13,3.6154,1985
1559,Children,Children|Comedy,2082,"Mighty Ducks, The ",26,2.5769,1992
1560,Adventure,Adventure|Comedy|Musical,2088,Popeye ,18,2.3889,1980
1561,Adventure,Adventure|Animation|Children|Fantasy|Musical|Romance,2092,"Return of Jafar, The ",6,2.3333,1994
1562,Children,Children|Drama|Fantasy|Mystery|Thriller,2097,Something Wicked This Way Comes ,10,2.8,1983
1563,Comedy,Comedy|Romance,2108,L.A. Story ,24,3.4583,1991
1564,Comedy,Comedy|Crime|Thriller,2110,Dead Men Don't Wear Plaid ,18,3.2778,1982
1565,Comedy,Comedy,2111,"Man with Two Brains, The ",10,3.2,1983
1566,Thriller,Thriller,2118,"Dead Zone, The ",15,3.6,1983
1567,Animation,Animation|Children|Comedy|Drama|Fantasy,2123,All Dogs Go to Heaven ,15,2.5333,1989
1568,Adventure,Adventure|Comedy,2133,Adventures in Babysitting ,20,3.15,1987
1569,Comedy,Comedy|Fantasy|Sci-Fi,2134,Weird Science ,22,2.9545,1985
1570,Adventure,Adventure|Fantasy,2140,"Dark Crystal, The ",34,3.3529,1982
1571,Comedy,Comedy|Romance,2144,Sixteen Candles ,49,3.4694,1984
1572,Comedy,Comedy|Fantasy|Horror,2148,House ,9,3.0,1986
1573,Action,Action|Adventure,2153,"Avengers, The ",11,2.2727,1998
1574,Action,Action|Horror|Thriller,2167,Blade ,58,3.2069,1998
1575,Comedy,Comedy,2169,Dead Man on Campus ,7,2.1429,1998
1576,Comedy,Comedy|Drama|Romance,2171,Next Stop Wonderland ,8,3.25,1998
1577,Film-Noir,Film-Noir|Mystery|Thriller,2206,Suspicion ,5,3.8,1941
1578,Crime,Crime|Drama|Thriller,2227,"Lodger: A Story of the London Fog, The ",3,3.3333,1927
1579,Horror,Horror|Mystery|Sci-Fi|Thriller,2232,Cube ,27,3.3333,1997
1580,Comedy,Comedy|Drama|Romance,2243,Broadcast News ,28,3.3929,1987
1581,Comedy,Comedy|Romance,2244,"Allnighter, The ",2,1.5,1987
1582,Comedy,Comedy|Drama|Romance,2245,Working Girl ,22,3.0909,1988
1583,Comedy,Comedy|Drama|Romance,2248,Say Anything... ,39,3.7949,1989
1584,Comedy,Comedy,2249,My Blue Heaven ,11,3.1818,1990
1585,Comedy,Comedy,2255,Young Doctors in Love ,2,1.5,1982
1586,Comedy,Comedy,2261,One Crazy Summer ,6,2.8333,1986
1587,Drama,Drama|Fantasy|Thriller,2263,"Seventh Sign, The ",5,2.8,1988
1588,Comedy,Comedy|Romance,2266,"Butcher's Wife, The ",5,3.0,1991
1589,Mystery,Mystery|Thriller,2267,Mortal Thoughts ,2,2.5,1991
1590,Horror,Horror|Thriller,2279,Urban Legend ,10,2.2,1998
1591,Horror,Horror|Sci-Fi|Thriller,2287,Them! ,5,3.6,1954
1592,Adventure,Adventure|Animation|Children|Comedy|Fantasy,2294,Antz ,45,3.0889,1998
1593,Comedy,Comedy,2302,My Cousin Vinny ,59,3.1695,1992
1594,Comedy,Comedy|Horror|Thriller,2315,Bride of Chucky (Child's Play 4) ,6,2.0,1998
1595,Drama,Drama|Thriller,2320,Apt Pupil ,9,2.7778,1998
1596,Comedy,Comedy|Drama|Fantasy,2321,Pleasantville ,61,3.3443,1998
1597,Horror,Horror|Western,2328,Vampires ,7,2.2857,1998
1598,Comedy,Comedy,2335,"Waterboy, The ",28,3.0357,1998
1599,Animation,Animation|Children|Comedy,2354,"Rugrats Movie, The ",7,2.4286,1998
1600,Adventure,Adventure|Animation|Children|Comedy,2355,"Bug's Life, A ",92,3.3804,1998
1601,Comedy,Comedy|Drama|Romance,2369,Desperately Seeking Susan ,24,2.625,1985
1602,Comedy,Comedy|Crime|Mystery,2371,Fletch ,24,2.9583,1985
1603,Comedy,Comedy,2372,Fletch Lives ,9,2.1111,1989
1604,Comedy,Comedy|Drama,2374,Gung Ho ,9,3.1111,1986
1605,Comedy,Comedy,2375,"Money Pit, The ",21,2.8571,1986
1606,Action,Action|Drama|Romance|Sci-Fi,2393,Star Trek: Insurrection ,33,3.0,1998
1607,Animation,Animation|Musical,2394,"Prince of Egypt, The ",25,3.36,1998
1608,Comedy,Comedy|Drama|Romance,2396,Shakespeare in Love ,92,3.6848,1998
1609,Comedy,Comedy|Sci-Fi,2407,Cocoon ,43,3.1628,1985
1610,Comedy,Comedy|Crime|Mystery|Thriller,2413,Clue ,18,3.3333,1985
1611,Comedy,Comedy,2416,Back to School ,16,2.8125,1986
1612,Comedy,Comedy,2418,Nothing in Common ,6,2.6667,1986
1613,Comedy,Comedy,2423,Christmas Vacation (National Lampoon's Christmas Vacation) ,30,3.4,1989
1614,Horror,Horror|Sci-Fi,2428,"Faculty, The ",23,2.3043,1998
1615,Horror,Horror|Thriller,2446,In Dreams ,2,2.0,1999
1616,Drama,Drama|Fantasy,2453,"Boy Who Could Fly, The ",3,2.0,1986
1617,Drama,Drama|Horror|Sci-Fi|Thriller,2455,"Fly, The ",43,3.2791,1986
1618,Comedy,Comedy|Crime,2458,Armed and Dangerous ,8,2.75,1986
1619,Comedy,Comedy,2463,Ruthless People ,14,3.2857,1986
1620,Horror,Horror,2465,Deadly Friend ,3,1.3333,1986
1621,Action,Action|Comedy|Romance|Thriller,2468,Jumpin' Jack Flash ,15,2.4,1986
1622,Comedy,Comedy|Romance,2491,Simply Irresistible ,5,3.4,1999
1623,Comedy,Comedy|Romance,2496,Blast from the Past ,23,3.0,1999
1624,Horror,Horror,2513,Pet Sematary ,10,2.8,1989
1625,Comedy,Comedy,2518,Night Shift ,10,3.0,1982
1626,Comedy,Comedy,2539,Analyze This ,47,3.0,1999
1627,Horror,Horror,2548,"Rage: Carrie 2, The ",6,1.8333,1999
1628,Horror,Horror|Thriller,2550,"Haunting, The ",7,4.0,1963
1629,Comedy,Comedy,2555,Baby Geniuses ,3,1.6667,1999
1630,Comedy,Comedy|Romance,2558,Forces of Nature ,9,2.3333,1999
1631,Crime,Crime|Thriller,2605,Entrapment ,43,2.8605,1999
1632,Comedy,Comedy|Horror,2606,Idle Hands ,15,2.4667,1999
1633,Action,Action|Horror|Sci-Fi,2614,Chopping Mall (a.k.a. Killbots) ,2,1.0,1986
1634,Comedy,Comedy|Fantasy,2622,William Shakespeare's A Midsummer Night's Dream ,11,3.0909,1999
1635,Action,Action|Adventure|Sci-Fi,2642,Superman III ,22,2.0909,1983
1636,Action,Action|Adventure|Sci-Fi,2643,Superman IV: The Quest for Peace ,16,1.625,1987
1637,Horror,Horror|Sci-Fi,2668,Swamp Thing ,8,2.75,1982
1638,Drama,Drama|Sci-Fi|Thriller,2672,"Thirteenth Floor, The ",12,2.8333,1999
1639,Adventure,Adventure|Animation|Children|Drama,2687,Tarzan ,24,3.3333,1999
1640,Comedy,Comedy|Horror,2699,Arachnophobia ,53,2.6226,1990
1641,Children,Children|Comedy,2709,Muppets From Space ,9,3.1111,1999
1642,Drama,Drama|Horror|Thriller,2710,"Blair Witch Project, The ",64,2.625,1999
1643,Horror,Horror|Thriller,2719,"Haunting, The ",13,2.0,1999
1644,Action,Action|Adventure|Children|Comedy,2720,Inspector Gadget ,21,1.9524,1999
1645,Action,Action|Horror|Sci-Fi|Thriller,2722,Deep Blue Sea ,29,2.6207,1999
1646,Adventure,Adventure|Comedy|Romance,2733,Vibes ,2,2.0,1988
1647,Comedy,Comedy|Horror|Musical,2746,Little Shop of Horrors ,39,3.1795,1986
1648,Horror,Horror,2754,Deadtime Stories ,1,1.0,1987
1649,Comedy,Comedy,2788,Monty Python's And Now for Something Completely Different ,28,3.9286,1971
1650,Comedy,Comedy|Horror|Romance|Thriller,2793,"American Werewolf in Paris, An ",10,2.2,1997
1651,Action,Action|Drama|Romance|Thriller,2802,Tequila Sunrise ,13,3.0,1988
1652,Children,Children|Comedy,2804,"Christmas Story, A ",55,3.8727,1983
1653,Comedy,Comedy|Thriller,2806,Teaching Mrs. Tingle ,9,2.1111,1999
1654,Action,Action|Sci-Fi,2808,Universal Soldier ,17,2.0,1992
1655,Adventure,Adventure|Romance,2822,Medicine Man ,11,3.0,1992
1656,Comedy,Comedy,2836,Outside Providence ,4,3.5,1999
1657,Drama,Drama|Thriller,2840,Stigmata ,23,2.7391,1999
1658,Adventure,Adventure|Animation|Comedy|Fantasy|Musical,2857,Yellow Submarine ,14,3.2143,1968
1659,Comedy,Comedy,2860,Blue Streak ,9,2.5556,1999
1660,Comedy,Comedy|Horror|Thriller,2867,Fright Night ,12,3.5833,1985
1661,Comedy,Comedy,2870,Barefoot in the Park ,8,3.25,1967
1662,Comedy,Comedy|Drama,2883,Mumford ,5,3.2,1999
1663,Comedy,Comedy|Romance,2888,Drive Me Crazy ,5,1.8,1999
1664,Horror,Horror|Mystery,2898,"Dark Half, The ",1,2.0,1993
1665,Horror,Horror|Sci-Fi,2900,Monkey Shines ,2,2.5,1988
1666,Comedy,Comedy,2915,Risky Business ,42,3.3571,1983
1667,Adventure,Adventure|Comedy|Romance,2936,Sullivan's Travels ,7,3.8571,1941
1668,Adventure,Adventure|Comedy|Fantasy|Sci-Fi,2968,Time Bandits ,41,3.6341,1981
1669,Horror,Horror|Thriller,2995,House on Haunted Hill ,14,2.2143,1999
1670,Thriller,Thriller,3005,"Bone Collector, The ",25,2.72,1999
1671,Horror,Horror,3016,Creepshow ,14,3.0,1982
1672,Horror,Horror,3017,Creepshow 2 ,4,3.0,1987
1673,Comedy,Comedy,3031,Repossessed ,4,2.25,1990
1674,Action,Action|Drama|Sci-Fi|Thriller,3032,"Omega Man, The ",6,3.5,1971
1675,Comedy,Comedy|Drama|War,3035,Mister Roberts ,11,3.8182,1955
1676,Comedy,Comedy,3040,Meatballs ,9,3.2222,1979
1677,Comedy,Comedy,3048,Under the Rainbow ,3,2.0,1981
1678,Crime,Crime|Drama|Thriller,3056,Oxygen ,1,4.0,1999
1679,Drama,Drama|Thriller,3063,Poison Ivy ,6,2.1667,1992
1680,Drama,Drama|Thriller,3064,Poison Ivy: New Seduction ,3,2.3333,1997
1681,Adventure,Adventure|Comedy|Sci-Fi,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The ",21,3.4762,1984
1682,Comedy,Comedy|Romance,3072,Moonstruck ,27,3.5185,1987
1683,Action,Action|Adventure|Thriller,3082,"World Is Not Enough, The ",39,3.2051,1999
1684,Comedy,Comedy|Fantasy|Romance,3087,Scrooged ,24,3.0417,1988
1685,Drama,Drama|Thriller,3101,Fatal Attraction ,36,3.0,1987
1686,Action,Action|Comedy|Crime|Thriller,3104,Midnight Run ,22,3.5455,1988
1687,Action,Action|Fantasy|Horror|Mystery|Thriller,3113,End of Days ,15,2.6,1999
1688,Comedy,Comedy,3146,Deuce Bigalow: Male Gigolo ,17,2.2353,1999
1689,Adventure,Adventure|Sci-Fi|Thriller,3190,Supernova ,4,2.0,2000
1690,Thriller,Thriller,3203,Dead Calm ,12,3.1667,1989
1691,Animation,Animation|Children,3213,Batman: Mask of the Phantasm ,13,3.9231,1993
1692,Mystery,Mystery|Thriller,3219,Pacific Heights ,13,3.1538,1990
1693,Comedy,Comedy|Romance,3225,Down to You ,4,2.0,2000
1694,Thriller,Thriller,3238,Eye of the Beholder ,6,1.5,1999
1695,Comedy,Comedy,3248,Sister Act 2: Back in the Habit ,14,1.7857,1993
1696,Comedy,Comedy,3254,Wayne's World 2 ,27,3.1481,1993
1697,Comedy,Comedy|Fantasy,3258,Death Becomes Her ,15,2.7333,1992
1698,Action,Action|Comedy|Horror,3264,Buffy the Vampire Slayer ,26,2.2692,1992
1699,Drama,Drama|Romance|Sci-Fi,3269,Forever Young ,27,2.7778,1992
1700,Comedy,Comedy|Crime,3301,"Whole Nine Yards, The ",42,3.3571,2000
1701,Comedy,Comedy|Drama,3308,"Flamingo Kid, The ",7,2.8571,1984
1702,Action,Action|Thriller,3316,Reindeer Games ,13,2.3846,2000
1703,Comedy,Comedy,3324,Drowning Mona ,3,1.3333,2000
1704,Fantasy,Fantasy|Horror|Mystery|Thriller,3355,"Ninth Gate, The ",15,3.0667,1999
1705,Comedy,Comedy|Drama|Romance,3361,Bull Durham ,35,3.6286,1988
1706,Drama,Drama|Thriller,3370,Betrayed ,2,2.5,1988
1707,Comedy,Comedy|Mystery,3387,Who's Harry Crumb? ,7,2.8571,1989
1708,Comedy,Comedy|Fantasy|Romance,3393,Date with an Angel ,3,1.3333,1987
1709,Comedy,Comedy|Romance,3394,Blind Date ,7,2.2857,1987
1710,Comedy,Comedy,3395,Nadine ,3,3.0,1987
1711,Adventure,Adventure|Children|Comedy|Musical,3396,"Muppet Movie, The ",33,3.4848,1979
1712,Children,Children|Comedy,3397,"Great Muppet Caper, The ",11,3.4545,1981
1713,Children,Children|Comedy|Musical,3398,"Muppets Take Manhattan, The ",15,3.2667,1984
1714,Adventure,Adventure|Animation|Children|Fantasy,3400,We're Back! A Dinosaur's Story ,1,3.0,1993
1715,Adventure,Adventure|Sci-Fi,3401,Baby... Secret of the Lost Legend ,5,2.2,1985
1716,Adventure,Adventure|Crime|Drama,3418,Thelma & Louise ,41,3.3902,1991
1717,Comedy,Comedy,3421,Animal House ,62,3.5968,1978
1718,Drama,Drama,3424,Do the Right Thing ,27,3.8889,1989
1719,Comedy,Comedy|Romance,3454,Whatever It Takes ,2,2.0,2000
1720,Comedy,Comedy|Fantasy,3466,Heart and Souls ,8,2.875,1993
1721,Adventure,Adventure|Drama|Sci-Fi,3471,Close Encounters of the Third Kind ,60,3.6167,1977
1722,Horror,Horror|Mystery,3476,Jacob's Ladder ,26,3.4615,1990
1723,Comedy,Comedy|Drama,3477,Empire Records ,13,3.2308,1995
1724,Animation,Animation|Children,3483,"Road to El Dorado, The ",13,2.9231,2000
1725,Thriller,Thriller,3484,"Skulls, The ",10,2.7,2000
1726,Comedy,Comedy,3497,Max Dugan Returns ,4,2.5,1983
1727,Comedy,Comedy|Drama,3500,Mr. Saturday Night ,4,3.0,1992
1728,Comedy,Comedy|Romance,3501,Murphy's Romance ,5,2.2,1985
1729,Drama,Drama|Mystery|Thriller,3505,No Way Out ,9,3.6667,1987
1730,Comedy,Comedy|Romance,3515,Me Myself I ,9,3.5556,2000
1731,Comedy,Comedy|Drama,3526,Parenthood ,15,3.6667,1989
1732,Drama,Drama,3534,28 Days ,25,3.16,2000
1733,Comedy,Comedy|Drama|Romance,3536,Keeping the Faith ,21,3.2381,2000
1734,Comedy,Comedy|Drama,3548,Auntie Mame ,5,3.6,1958
1735,Horror,Horror,3550,The Hunger ,6,3.6667,1983
1736,Crime,Crime|Drama|Thriller,3551,Marathon Man ,13,3.3077,1976
1737,Action,Action|Drama|Romance|Thriller,3584,Breathless ,4,2.0,1983
1738,Drama,Drama|Musical,3594,Center Stage ,6,3.1667,2000
1739,Adventure,Adventure|Comedy,3608,Pee-wee's Big Adventure ,25,2.92,1985
1740,Comedy,Comedy,3622,"Twelve Chairs, The ",1,3.0,1970
1741,Horror,Horror|Sci-Fi|Thriller,3662,Puppet Master III: Toulon's Revenge ,2,3.0,1991
1742,Comedy,Comedy|Drama|Romance,3685,Prizzi's Honor ,9,3.7778,1985
1743,Horror,Horror|Sci-Fi|Thriller,3686,Flatliners ,15,2.8,1990
1744,Comedy,Comedy|Horror,3692,Class of Nuke 'Em High ,1,3.0,1986
1745,Comedy,Comedy|Horror,3693,"Toxic Avenger, The ",8,2.0,1985
1746,Action,Action|Sci-Fi,3698,"Running Man, The ",34,3.0882,1987
1747,Adventure,Adventure|Drama|Romance|Sci-Fi,3699,Starman ,13,3.0769,1984
1748,Crime,Crime|Drama|Sci-Fi|Thriller,3701,Alien Nation ,13,3.0769,1988
1749,Action,Action|Adventure|Sci-Fi,3704,Mad Max Beyond Thunderdome ,24,3.1667,1985
1750,Action,Action|Comedy|Romance,3705,Bird on a Wire ,8,2.25,1990
1751,Film-Noir,Film-Noir|Horror|Mystery|Thriller,3706,Angel Heart ,8,3.0,1987
1752,Horror,Horror|Thriller,3708,Firestarter ,10,3.0,1984
1753,Comedy,Comedy,3712,Soapdish ,3,2.6667,1991
1754,Comedy,Comedy|Romance,3743,Boys and Girls ,3,2.0,2000
1755,Action,Action|Adventure|Animation|Children|Sci-Fi,3745,Titan A.E. ,29,3.2759,2000
1756,Adventure,Adventure|Comedy,3752,"Me, Myself & Irene ",46,2.9348,2000
1757,Adventure,Adventure|Animation|Children|Comedy|Fantasy,3754,"Adventures of Rocky and Bullwinkle, The ",9,2.1111,2000
1758,Action,Action|Crime|Thriller,3763,F/X ,16,3.1875,1986
1759,Horror,Horror|Sci-Fi|Thriller,3770,Dreamscape ,6,2.6667,1984
1760,Comedy,Comedy|Fantasy,3784,"Kid, The ",11,2.4545,2000
1761,Thriller,Thriller,3797,"In Crowd, The ",3,2.6667,2000
1762,Action,Action|Sci-Fi,3802,Freejack ,4,2.0,1992
